DISTRICT,COUNTY,SUBCOUNTY,PARISH,EASTING (Long),NORTHING (Lat)
KANUNGU,KINKIZI,NYAMIRAMA,NTUNGWA,142190.8517,-76028.9426
KANUNGU,KINKIZI,KINAABA,KYAMUKOMBE,146389.5428,-111779.9896
KANUNGU,KINKIZI,NYANGA,KAMAHE,126282.9346,-86213.79149
KANUNGU,KINKIZI,BUTOGOTA TOWN COUNCIL,EASTERN,128017.9283,-97481.77715
KANUNGU,KINKIZI,NYAMIRAMA,NYAKASHURE,139641.666,-75220.29073
KANUNGU,KINKIZI,NYANGA,BUKORWE,127865.2945,-80650.8932
KANUNGU,KINKIZI,KINAABA,MUKIRWA,143492.7701,-108625.393
KANUNGU,KINKIZI,KATETE,NYARURAMBI,141696.7017,-85586.77012
KANUNGU,KINKIZI,KANYANTOROGO,KIHEMBE,128186.5274,-89579.73971
KAPCHORWA,TINGEY,KAWOWO,CHEKWATIT,646144.5639,147723.6563
KAPCHORWA,TINGEY,KASEREM,SIRIMITYO,648286.0477,146382.9993
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,KUTUNG,656750.9985,151898.7044
KAPCHORWA,KAPCHORWA MUNICIPALITY,EASTERN DIVISION,KAPCHESOMBE,663498.9924,153066.2204
KAPCHORWA,KAPCHORWA MUNICIPALITY,EASTERN DIVISION,KAPCHESIY,663085.5959,154090.0093
KAPCHORWA,TINGEY,GAMOGO,KAPNARBABA,652913.4089,145217.9518
KAPCHORWA,TINGEY,SIPI,CHEKWANDA,652972.4806,146717.4901
KAPCHORWA,TINGEY,SIPI,GAMATUI,654114.7114,146927.6542
KAPCHORWA,TINGEY,SIPI,CHEPTERIT,654859.0644,146809.4869
KAPCHORWA,TINGEY,SIPI,SIPI TOWN BOARD,653176.4541,147496.003
KAPCHORWA,TINGEY,KAPSINDA,KAPSABUKO,650142.349,150065.0229
KAPCHORWA,TINGEY,KAWOWO,SANZARA,647612.7715,151332.6534
KAPCHORWA,TINGEY,KAWOWO,KAPCHELA,647514.9886,149064.3777
KAPCHORWA,TINGEY,KASEREM,KAPTONO,647517.3557,146054.2802
KAPCHORWA,TINGEY,KAPSINDA,TUYOBEI,652475.3055,150410.1913
KAPCHORWA,KAPCHORWA MUNICIPALITY,CENTRAL DIVISION,KIRWOKO,664603.9882,156906.7117
KAPCHORWA,TINGEY,CHEMA,CHEMA,653996.0126,151416.3732
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,KAPENGURIA,660476.093,151503.3605
KAPCHORWA,KAPCHORWA MUNICIPALITY,CENTRAL DIVISION,SIRON,662840.8971,156456.4383
KAPCHORWA,TINGEY,KAPTANYA,TUMBOBOI,662979.3832,160336.4688
KAPCHORWA,TINGEY,KAPTANYA,KAPTOKWOI,660874.4706,159352.4605
KAPCHORWA,TINGEY,KASEREM,NGESI,649126.9315,146336.2341
KAPCHORWA,TINGEY,GAMOGO,CHEBELAT,652002.4348,143853.7602
KAPCHORWA,TINGEY,GAMOGO,KORTOW,651270.8295,144270.8105
KAPCHORWA,TINGEY,GAMOGO,KATONGO,651786.9855,145038.3448
KAPCHORWA,KAPCHORWA MUNICIPALITY,CENTRAL DIVISION,BARAWA,660850.1527,153540.8214
KAPCHORWA,TINGEY,KASEREM,WEREE,650626.6266,145731.4618
KAPCHORWA,KAPCHORWA MUNICIPALITY,CENTRAL DIVISION,CHEPSIKIROI,660635.9131,154930.9912
KAPCHORWA,TINGEY,KAPTANYA,MORON,659152.1263,157931.7557
KAPCHORWA,TINGEY,KAPTANYA,NGANGATA,658621.1997,155846.2333
KAPCHORWA,TINGEY,KASEREM,CHERUBEI,649061.6529,145283.3666
KAPCHORWA,TINGEY,CHEPTERET,KAMOKO,649986.3511,144804.9742
KAPCHORWA,TINGEY,CHEPTERET,CHESOYEN,650802.475,145171.9371
KAPCHORWA,TINGEY,CHEPTERET,ROROK,648780.0085,144706.6849
KAPCHORWA,TINGEY,CHEPTERET,KAPSOYOYN,648655.7025,144389.9482
KAPCHORWA,TINGEY,CHEPTERECH,CHEPTERECH,650209.5506,144214.3055
KAPCHORWA,TINGEY,KAPSINDA,KONGOWO,651684.5288,148155.123
KAPCHORWA,TINGEY,KAPSINDA,SENGWEL,651908.0948,149530.9543
KAPCHORWA,TINGEY,KAPSINDA,KIRING,652054.8036,153319.3943
KAPCHORWA,TINGEY,AMUKOL,MARINY,651402.3547,146862.358
KAPCHORWA,TINGEY,KAPSINDA,CHEPTUYA,650538.6615,152212.6455
KAPCHORWA,TINGEY,MUNARYA,NGASIRE,654788.2135,147841.9009
KAPCHORWA,TINGEY,MUNARYA,MUNARYA,653697.2068,148480.0677
KAPCHORWA,TINGEY,MUNARYA,KAPKWATENY,662805.5892,142584.8886
KAPCHORWA,TINGEY,MUNARYA,RAKON,653138.9497,149378.0474
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,KAPTERET,659058.0157,152972.5079
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,KAPLELKO,655652.8302,157806.2005
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,KAPKWINGI,660623.1811,152468.093
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,TONGWO,659404.2861,154859.6013
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,KULULU,657563.3962,155189.9908
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,KAPTUL,656048.4728,154645.7334
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,TUBAN,657239.1634,154204.8465
KAPCHORWA,TINGEY,CHEMA,CHEMOSONG,653295.9849,155230.0732
KAPCHORWA,TINGEY,CHEMA,KWOMO,655604.5823,151676.9207
KAPCHORWA,TINGEY,CHEMA,CHEBASER,655100.582,149454.4514
KAPCHORWA,TINGEY,CHEMA,CHEMANGANG,656350.7394,148599.156
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,KABAT,656459.0044,153157.7133
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,KAPNYIKEW,655411.6758,154320.536
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,BASAR,658125.6113,151686.7506
KAPCHORWA,KAPCHORWA MUNICIPALITY,WESTERN DIVISION,TEGERES,662535.4409,147013.1926
KAPCHORWA,TINGEY,CHEMA,KAPKWAI,663391.3744,143468.9798
KAPCHORWA,TINGEY,CHEMA,KABORE,654767.894,150544.6608
KAPCHORWA,TINGEY,KABEYWA,YEMBEK,657984.2197,141715.6246
KAPCHORWA,TINGEY,KABEYWA,KABEYWA,653714.4137,144719.2448
KAPCHORWA,TINGEY,KABEYWA,GUBONGOI,662210.4441,139553.5981
KAPCHORWA,TINGEY,KABEYWA,TARITO,652841.0267,144287.2729
KAPCHORWA,TINGEY,KABEYWA,TANGWEN,662061.0949,141445.7247
KAPCHORWA,TINGEY,AMUKOL,BORON,652552.4291,146081.9178
KAPCHORWA,TINGEY,AMUKOL,KAPCHEBOKO,650258.225,146092.021
KAPCHORWA,TINGEY,AMUKOL,AMUKOL,650417.1011,146834.9481
KAPCHORWA,TINGEY,AMUKOL,KAPNONGORE,650152.6956,147121.0965
KAPCHORWA,TINGEY,KAWOWO,REBERWO,649533.4645,149163.504
KAPCHORWA,TINGEY,KAWOWO,KOBIL,649467.3669,147965.8951
KAPCHORWA,KAPCHORWA MUNICIPALITY,EASTERN DIVISION,KAPLAK,664516.4248,151698.2089
KAPCHORWA,KAPCHORWA MUNICIPALITY,EASTERN DIVISION,KWEEN,662683.5524,150602.3432
KAPCHORWA,KAPCHORWA MUNICIPALITY,EASTERN DIVISION,TERYET,664776.1045,148171.8791
KAPCHORWA,KAPCHORWA MUNICIPALITY,EASTERN DIVISION,KWOTI,663556.6683,150875.3413
KAPCHORWA,KAPCHORWA MUNICIPALITY,CENTRAL DIVISION,CHEMONGES,661618.2615,153452.0346
KAPCHORWA,KAPCHORWA MUNICIPALITY,CENTRAL DIVISION,KAWOWO,661544.4992,154754.873
KAPCHORWA,KAPCHORWA MUNICIPALITY,CENTRAL DIVISION,KOKWOMURYA,662172.1967,154403.61
KAPCHORWA,TINGEY,MUNARYA,CHEBONET,654131.8465,149479.9378
KAPCHORWA,TINGEY,GAMOGO,LOCH,653241.9936,143475.9168
KAPCHORWA,KAPCHORWA MUNICIPALITY,CENTRAL DIVISION,KAPSINDA,662254.629,155339.4903
KAPCHORWA,TINGEY,KAWOWO,KIMAWA,648089.5352,147481.8792
KAPCHORWA,TINGEY,SIPI,KAPKWIRWOK,652710.9864,147550.9068
KASESE,BUKONZO,KISINGA TOWN COUNCIL,KAGANDO,153974.1784,2870.339659
KASESE,KASESE MUNICIPALITY,NYAMWAMBA DIVISION,SCHEME,181390.9249,21753.2544
KASESE,BUKONZO,ISANGO,KAYEMBE,137232.0395,1454.073085
KASESE,BUKONZO,NYAKATONZI,MURUTI,145767.9351,-11399.65833
KASESE,BUKONZO,NYAKIYUMBU,MUHINDI,145441.0236,6289.203991
KASESE,BUSONGORA,BWESUMBU,KASANGALI,177232.6701,51611.779
KASESE,BUSONGORA,RUKOKI,NYAKABINGO I,170609.5258,19047.65318
KASESE,BUSONGORA,LAKE KATWE,KABIRIZI,157127.9347,2566.452208
KASESE,BUKONZO,MPONDWE/LHUBIRIHA TOWN COUNCIL,KAMBUKAMABWE,135590.2299,4810.912668
KASESE,BUKONZO,KARAMBI,BIKUNYA,138056.4183,8026.539139
KASESE,BUSONGORA,BUGOYE,KIBIRIZI,174543.1956,34956.23515
KASESE,BUSONGORA,LAKE KATWE,KAHOKYA,162556.3185,4432.778074
KASESE,BUKONZO,MUNKUNYU,KITSUTSU,147090.9808,1274.840066
KASESE,BUKONZO,BWERA,RWENGUBA,141970.9276,4024.055201
KASESE,BUSONGORA,HIMA TOWN COUNCIL,KISENYI,185470.439,32514.58329
KASESE,BUSONGORA,HIMA TOWN COUNCIL,HIMA TOWN CENTRE,186325.3923,31793.60418
KASESE,BUKONZO,NYAKATONZI,NYAMUGASANI,148975.9273,-8521.163635
KASESE,BUKONZO,KARAMBI,BUHUNA,138394.4965,6675.263227
KASESE,KASESE MUNICIPALITY,NYAMWAMBA DIVISION,RUKOKI,177688.0066,24890.7446
KASESE,BUSONGORA,BWESUMBU,KASWA,175261.173,47108.7632
KASESE,BUKONZO,BWERA,KYOGHA,139515.2347,5311.195471
KASESE,KASESE MUNICIPALITY,NYAMWAMBA DIVISION,KANYANGEYA,177261.0969,20028.53862
KASESE,BUSONGORA,MALIBA,MUBUKU,178807.8233,32337.55638
KASESE,BUSONGORA,KATWE KABATORO TOWN COUNCIL,KYARUKARA,152361.7666,-14427.53263
KASESE,BUSONGORA,HIMA TOWN COUNCIL,MOWLEM,187515.4811,31465.01291
KASESE,BUSONGORA,MUHOKYA,KIREMBE,170332.9603,16399.98602
KASESE,BUSONGORA,KILEMBE,MBUNGA,168746.9035,24246.09049
KASESE,BUSONGORA,KITSWAMBA,KIHYO,184231.7416,37673.42179
KASESE,BUKONZO,BWERA,BUNYISWA,140815.7374,1188.5592
KASESE,BUKONZO,KITHOLHU,KIRARO,141173.9809,15931.85427
KASESE,BUSONGORA,KYABARUNGIRA,KIRABAHO,185421.5791,45054.04754
KASESE,BUKONZO,KISINGA TOWN COUNCIL,RWENGUHYO,153244.4215,6319.72981
KASESE,BUKONZO,MAHANGO,MAHANGO,166128.5217,15108.70201
KASESE,BUKONZO,KARAMBI,KAMASASA,136191.168,5530.621955
KASESE,BUKONZO,NYAKIYUMBU,KATHOLHU,142208.1074,-2522.062031
KASESE,BUKONZO,KYONDO,KANYATSI,153907.8498,23681.44082
KASESE,BUSONGORA,BWESUMBU,BWESUMBU,180656.8994,48181.58017
KASESE,BUSONGORA,MUHOKYA,KAHENDERO,182255.5066,9291.684665
KASESE,BUKONZO,KYARUMBA,KIHUNGU,162239.6724,12197.60029
KASESE,BUSONGORA,KYABARUNGIRA,KISODO,183428.963,45049.45391
KASESE,KASESE MUNICIPALITY,NYAMWAMBA DIVISION,NYAKASANGA II,174637.421,20899.73807
KASESE,BUSONGORA,BUHUHIRA,BUHUHIRA,171810.4554,44715.4014
KASESE,KASESE MUNICIPALITY,BULEMBIA DIVISION,NYAKABINGO III,172261.2518,20715.73216
KASESE,BUKONZO,KYONDO,BUYAGHA,153065.7389,20126.99702
KASESE,KASESE MUNICIPALITY,NYAMWAMBA DIVISION,NYAKASANGA I,176087.2419,20890.37536
KASESE,BUSONGORA,KYABARUNGIRA,KARAMBI,182070.1915,46074.57671
KASESE,BUSONGORA,MALIBA,MUBUKU TOWN  BOARD,181747.8033,30300.28044
KASESE,KASESE MUNICIPALITY,CENTRAL DIVISION,KIREMBE,172101.8173,14517.29081
KASESE,BUSONGORA,BUGOYE,BUGOYE,169996.6867,33491.40332
KASESE,BUSONGORA,KYABARUNGIRA,KYABARUNGIRA,184444.0281,43960.39206
KASESE,BUKONZO,KARAMBI,KARAMBI,136021.1694,6933.33467
KASESE,BUSONGORA,BWESUMBU,MBATA,174772.2045,49057.81272
KASESE,KASESE MUNICIPALITY,CENTRAL DIVISION,RAILWAY,175422.1102,17825.36093
KASESE,BUSONGORA,RUKOKI,KIGORO I,175106.6703,26085.25689
KASESE,BUKONZO,MPONDWE/LHUBIRIHA TOWN COUNCIL,BWERA,139618.3935,4147.966072
KASESE,BUKONZO,IHANDIRO,BUBOTYO,145194.3499,13323.05329
KASESE,BUKONZO,KARAMBI,KISOLHOLHO,136536.8724,8577.574645
KASESE,BUKONZO,KYARUMBA,KAGHEMA,157388.8457,20652.7771
KASESE,KASESE MUNICIPALITY,CENTRAL DIVISION,NYAKABINGO II,173171.097,18736.27764
KASESE,BUSONGORA,HIMA TOWN COUNCIL,KARUNGIBATE,185027.1347,29944.30525
KASESE,BUKONZO,MPONDWE/LHUBIRIHA TOWN COUNCIL,NYABUGANDO,135923.3577,2601.658088
KASESE,BUSONGORA,BUHUHIRA,KITHOMA,181750.0049,42712.4325
KASESE,BUSONGORA,HIMA TOWN COUNCIL,KENDAHI,185792.8516,33459.37732
KASESE,BUSONGORA,MALIBA,BUHUNGA,177931.8125,36573.78511
KASESE,BUSONGORA,MALIBA,NYANGORONGO,178792.5287,39324.65581
KASESE,BUKONZO,KITHOLHU,KITHOBIRA,143757.7181,15000.45659
KASESE,BUKONZO,KYARUMBA,KITABO,161493.6842,9927.645449
KASESE,BUSONGORA,KILEMBE,KIBANDAMA,165876.4093,20553.27982
KASESE,BUKONZO,ISANGO,KABAFU,137564.0638,472.0400254
KASESE,BUKONZO,NYAKIYUMBU,NYAKIYUMBU,142772.3252,2687.238638
KASESE,BUSONGORA,MUHOKYA,KIBIRI,167803.0169,12123.31834
KASESE,BUKONZO,BWERA,KISAKA,142826.0163,5735.694661
KASESE,BUKONZO,IHANDIRO,KIKYO,139538.2377,8933.048368
KASESE,BUSONGORA,MUHOKYA,NYAMIRAMI,165642.1991,7884.376856
KASESE,BUKONZO,NYAKATONZI,KAMURULI,150102.41,-3839.040017
KASESE,BUKONZO,MPONDWE/LHUBIRIHA TOWN COUNCIL,MPONDWE,139076.5131,3230.080727
KASESE,BUKONZO,ISANGO,KYEMPARA,138141.5873,62.00016227
KASESE,BUKONZO,IHANDIRO,IHANGO,139585.2462,7572.186013
KASESE,BUKONZO,MUNKUNYU,KABINGO,147230.0772,6738.543715
KASESE,BUSONGORA,BWESUMBU,BUNYAMURWA,181902.4871,49555.51366
KASESE,BUSONGORA,MUHOKYA,MUHOKYA,170603.3673,10319.24608
KASESE,BUKONZO,NYAKIYUMBU,LYAKIREMA,144233.1181,2548.730468
KASESE,BUSONGORA,KARUSANDARA,KIBUGA,185245.5905,26912.11597
KASESE,BUKONZO,NYAKIYUMBU,KAGHORWE,142501.5698,876.1701822
KASESE,BUSONGORA,MALIBA,BIKONE,163237.3139,41678.74768
KASESE,BUSONGORA,KARUSANDARA,KANAMBA,191850.6839,25642.98113
KASESE,BUKONZO,KISINGA,KAJWENGE,151674.3344,4634.646203
KASESE,BUKONZO,IHANDIRO,KAMATSUKU,143347.8357,7143.254135
KASESE,KASESE MUNICIPALITY,CENTRAL DIVISION,BASE CAMP,173449.638,20580.03317
KASESE,BUKONZO,IHANDIRO,KIBIRIGHA,141695.5823,8611.007916
KASESE,BUKONZO,MAHANGO,LHUHIRI,164741.5218,14187.2475
KASESE,BUSONGORA,KARUSANDARA,KARUSANDARA,183853.6778,25063.25342
KASESE,BUKONZO,IHANDIRO,BUHATIRO,143356.9463,8186.496899
KASESE,BUKONZO,MAHANGO,NYAMISULE,165497.4766,18209.99637
KASESE,BUKONZO,KARAMBI,KITUTI,137979.1694,5075.395718
KASESE,BUSONGORA,KILEMBE,NYAKAZINGA,169508.0427,21966.13938
KASESE,BUSONGORA,MALIBA,KISANGA,182027.5731,36143.72911
KASESE,BUKONZO,MPONDWE/LHUBIRIHA TOWN COUNCIL,KABUYIRI,135146.3795,4020.484709
KASESE,BUKONZO,MUNKUNYU,KINYAMASEKE,149734.955,-1162.744054
KASESE,BUKONZO,KISINGA,NYABIRONGO,149298.7595,9963.453444
KASESE,BUKONZO,KYONDO,IBIMBO,153057.446,16659.77853
KASESE,BUSONGORA,KILEMBE,BUNYANDIKO,160242.4819,27329.67117
KASESE,BUKONZO,NYAKIYUMBU,KAYANZI,138922.5944,-12611.96248
KASESE,BUSONGORA,KITSWAMBA,HIMA,191825.1145,30501.5595
KASESE,KASESE MUNICIPALITY,CENTRAL DIVISION,TOWN CENTRE,174750.2212,19365.51173
KASESE,BUKONZO,KISINGA TOWN COUNCIL,NSENYI,151724.0055,12407.26789
KASESE,BUKONZO,MPONDWE/LHUBIRIHA TOWN COUNCIL,RUSESE,139724.2673,913.5812284
KASESE,BUSONGORA,RUKOKI,BUGHAGHURA,170676.7442,25101.63273
KASESE,BUKONZO,KYONDO,KASOKERO,150414.7481,18098.32357
KASESE,BUSONGORA,KARUSANDARA,KYALANGA,191026.2422,20376.76705
KASESE,BUSONGORA,BUGOYE,IBANDA,162333.0808,37660.71666
KASESE,BUSONGORA,BUGOYE,KATOOKE,171611.0148,28919.82623
KASESE,BUKONZO,KITHOLHU,KANYATSI,137250.0319,12352.56313
KASESE,BUSONGORA,BUHUHIRA,MUHUMUZA,183446.9504,41616.40857
KASESE,BUSONGORA,BUGOYE,MUHAMBO,170419.4424,31766.05558
KASESE,BUSONGORA,MALIBA,ISULE,171806.995,42527.98134
KASESE,BUSONGORA,MALIBA,KATEBE,180853.606,39416.38193
KASESE,BUKONZO,NYAKIYUMBU,BUKANGARA,144356.9382,-1263.859467
KASESE,KASESE MUNICIPALITY,BULEMBIA DIVISION,KATIRI,167175.3334,22795.57837
KASESE,BUKONZO,KYARUMBA,KABIRIZI,158083.702,7935.496853
KASESE,KASESE MUNICIPALITY,BULEMBIA DIVISION,KYANJUKI,162203.3823,30425.20654
KASESE,BUKONZO,MUNKUNYU,NYAKATONZI,146336.9949,-2926.072173
KASESE,BUKONZO,MPONDWE/LHUBIRIHA TOWN COUNCIL,NYAMAMBUKA,140593.6527,4003.737929
KASESE,BUSONGORA,LAKE KATWE,HAMUKUNGU,175531.1112,-234.2345644
KASESE,BUKONZO,MUNKUNYU,KATSUNGIRO,149909.8956,2593.137545
KASESE,KASESE MUNICIPALITY,BULEMBIA DIVISION,NAMUHUGA,169364.3028,20616.78032
KASESE,KASESE MUNICIPALITY,NYAMWAMBA DIVISION,KIHARA,174224.5565,22902.46784
KASESE,BUKONZO,MAHANGO,KYABWENGE,167158.1229,16950.82776
KASESE,BUKONZO,IHANDIRO,KIHOKO,140807.039,6504.048005
KASESE,BUSONGORA,BUHUHIRA,KASAMBYA,180807.2675,41400.31906
KASESE,BUKONZO,KYARUMBA,KALONGE,157105.9782,26975.60886
KASESE,KASESE MUNICIPALITY,CENTRAL DIVISION,KAMAIBA,174300.6769,18027.57695
KASESE,BUKONZO,NYAKATONZI,KISASA,144835.1911,-5991.081404
KASESE,BUSONGORA,MALIBA,NYABISUSI,180292.9536,34889.48184
KASESE,BUSONGORA,LAKE KATWE,KATUNGURU,170117.3527,-6112.326502
KASESE,BUKONZO,KITHOLHU,KYABIKERE,138145.8859,10567.44751
KASESE,BUSONGORA,KATWE KABATORO TOWN COUNCIL,RWENJUBU,155126.1774,-15487.29493
KASESE,BUKONZO,KITHOLHU,KITHOLHU,140046.7766,11587.23002
KASESE,BUSONGORA,KYABARUNGIRA,KABATUNDA,183783.8188,47153.05969
KASESE,BUSONGORA,KYABARUNGIRA,RWESANDE,182038.2956,44235.72507
KASESE,BUSONGORA,LAKE KATWE,MWEYA,153670.3695,-14107.17114
KASESE,BUKONZO,MPONDWE/LHUBIRIHA TOWN COUNCIL,NYAKAHYA,137289.5116,4025.313571
KASESE,BUKONZO,ISANGO,KAMUKUMBI,136475.6346,338.6955347
KASESE,BUSONGORA,BUHUHIRA,BUGHENDERO,175995.8655,45319.32808
KASESE,BUSONGORA,KITSWAMBA,RUGENDABARA,192850.2284,35274.4049
KASESE,BUSONGORA,KATWE KABATORO TOWN COUNCIL,KYAKITALE,150738.5838,-14216.05105
KASESE,BUSONGORA,LAKE KATWE,KASENYI,186479.0172,-3374.494721
KASESE,BUKONZO,MPONDWE/LHUBIRIHA TOWN COUNCIL,KYAMBOGHO,137409.0944,2620.302906
KASESE,BUSONGORA,KITSWAMBA,KITSWAMBA,186327.8536,40507.12408
KASESE,KASESE MUNICIPALITY,NYAMWAMBA DIVISION,KISANGA,175203.8561,19798.94323
KASESE,BUKONZO,ISANGO,HARUKUNGU,137992.2768,-1318.617002
KATAKWI,USUK,PALAM,ODOOT,616904.8946,211431.8679
KATAKWI,TOROMA,OMODOI,ANGODINGOD,601929.2917,196838.7074
KATAKWI,USUK,NGARIAM,KAIKAMOSING,628856.4128,207645.5088
KATAKWI,USUK,USUK,ABWOKODIA,602246.5689,222547.6722
KATAKWI,USUK,KATAKWI,DADAS,609454.1525,204881.981
KATAKWI,USUK,USUK,ADACAR,616942.9534,226327.9446
KATAKWI,USUK,KATAKWI,ALOGOOK,603523.9671,216690.8246
KATAKWI,USUK,KATAKWI,ALIAKAMER,602441.7172,212903.7908
KATAKWI,TOROMA,MAGORO,OMASIA,625235.4565,195332.175
KATAKWI,TOROMA,TOROMA,TOROMA,607927.1326,192524.9535
KATAKWI,USUK,KATAKWI TOWN COUNCIL,NORTHERN,606021.1876,211920.547
KATAKWI,USUK,KATAKWI TOWN COUNCIL,SOUTHERN,607561.254,211237.2607
KATAKWI,USUK,KATAKWI,ALELES,610695.3029,208571.3596
KATAKWI,TOROMA,TOROMA,APUUTON,612493.2611,189578.065
KATAKWI,USUK,PALAM,OKWAMOMWAR,617504.2273,207973.8694
KATAKWI,USUK,KATAKWI,ABWANGET,598319.2344,201671.5423
KATAKWI,TOROMA,TOROMA,OMINYA,609974.8774,186696.8662
KATAKWI,TOROMA,KAPUJAN,ORIMAI,601992.2411,192161.7179
KATAKWI,USUK,USUK,CHELEUKO,612721.4149,219799.5072
KATAKWI,USUK,ONGONGOJA,OKUDA,606103.4506,235661.4571
KATAKWI,TOROMA,OMODOI,ASURET,609392.2158,195819.8503
KATAKWI,USUK,USUK,ONGEMA,607016.4882,226294.1479
KATAKWI,TOROMA,TOROMA,AKURAO,606583.8925,183637.2125
KATAKWI,TOROMA,TOROMA,TOROMA TOWN BOARD,606052.8934,193915.2369
KATAKWI,USUK,KATAKWI,OLUPE,601448.1476,203842.9637
KATAKWI,USUK,USUK,KORITOK,610369.2614,224418.9939
KATAKWI,USUK,ONGONGOJA,ONGATUNYO,601779.7255,229308.5192
KATAKWI,USUK,USUK,AAKUM,618036.5999,219147.3371
KATAKWI,TOROMA,KAPUJAN,KAPUJAN,595310.1504,189563.3872
KATAKWI,USUK,KATAKWI,KATAKWI,611682.8332,213214.5441
KATAKWI,USUK,KATAKWI,ALUKUCOK,604241.6822,202286.477
KATAKWI,USUK,ONGONGOJA,OBWOBWO,601858.0673,246635.4867
KATAKWI,USUK,PALAM,OLILIM,628134.0021,229818.4073
KATAKWI,USUK,KATAKWI,OLELA,609898.2222,216640.7182
KATAKWI,TOROMA,KAPUJAN,KOKORIO,601845.6142,186144.9424
KATAKWI,TOROMA,MAGORO,OPETA,628133.9033,184118.2721
KATAKWI,TOROMA,OMODOI,OMODOI,612757.1683,201333.4096
KATAKWI,USUK,ONGONGOJA,OMUKUNY,611791.3308,232648.8431
KATAKWI,TOROMA,OMODOI,APARISIA,607342.3194,200203.9895
KATAKWI,TOROMA,MAGORO,MAGORO,628788.6389,189848.5402
KATAKWI,USUK,ONGONGOJA,ONGONGOJA,609232.1889,244212.5075
KATAKWI,USUK,NGARIAM,KELIM,627978.7523,197369.2988
KATAKWI,USUK,NGARIAM,OSOBUT,629864.4623,203692.0124
KATAKWI,USUK,KATAKWI,ABELA,603082.7253,208972.8504
KATAKWI,TOROMA,OMODOI,AMUSIA,614909.8039,195057.062
KATAKWI,USUK,ONGONGOJA,OKOCHO,618834.9516,236670.6532
KATAKWI,USUK,NGARIAM,BISINA,619079.6372,204177.9656
KATAKWI,USUK,ONGONGOJA,AKETA,605146.0334,232043.0017
KATAKWI,USUK,PALAM,NGARIAM,621902.8721,213183.4497
KATAKWI,TOROMA,MAGORO,KAMENU,618186.744,186805.1493
KATAKWI,USUK,NGARIAM,AKISIM,620976.1829,201445.2137
KATAKWI,USUK,KATAKWI,GETOM,598741.6371,206856.2953
KATAKWI,USUK,PALAM,ACANGA,630127.1579,213916.6169
KATAKWI,USUK,PALAM,PALAM,630457.9564,221236.3958
KATAKWI,USUK,USUK,USUK,606852.9886,221197.1191
KATAKWI,USUK,NGARIAM,PAKWI,628713.7565,200559.8977
KAYUNGA,BBAALE,GALIRAAYA,KASOKWE,487780.1856,137065.7602
KAYUNGA,NTENJERU,BUSANA,NABUGANYI,501233.0643,90355.71584
KAYUNGA,BBAALE,GALIRAAYA,NTIMBA,473072.225,157315.9355
KAYUNGA,NTENJERU,NAZIGO,KIRINDI,504583.0435,75262.11367
KAYUNGA,BBAALE,KAYONZA,NAKYESANJA,479007.8526,104510.5806
KAYUNGA,NTENJERU,KANGULUMIRA,KIKWANYA,498380.8102,64705.56145
KAYUNGA,NTENJERU,BUSANA,LUSENKE,499832.6248,81977.54166
KAYUNGA,NTENJERU,NAZIGO,KATIKANYONYI,504212.1784,80151.80039
KAYUNGA,BBAALE,GALIRAAYA,KIRASA,479518.0834,142430.4139
KAYUNGA,BBAALE,GALIRAAYA,NAMALERE,477647.3486,152770.3337
KAYUNGA,NTENJERU,NAZIGO,KIMANYA,495482.3012,69660.87106
KAYUNGA,NTENJERU,NAZIGO,NAZIGO,500290.5709,73913.3004
KAYUNGA,BBAALE,KAYONZA,NAKYESA,484068.7192,101762.5381
KAYUNGA,NTENJERU,KAYUNGA,NSOTOKA,495284.0373,73614.97112
KAYUNGA,NTENJERU,KAYUNGA TOWN COUNCIL,KAYUNGA CENTRAL,487496.8082,77606.08551
KAYUNGA,NTENJERU,KAYUNGA,KITEREDDE,489684.1639,81570.91524
KAYUNGA,NTENJERU,KANGULUMIRA,KANGULUMIRA,503735.6895,63673.48896
KAYUNGA,BBAALE,KAYONZA,BALISANGA,481094.0494,112168.3724
KAYUNGA,BBAALE,GALIRAAYA,NAMAYUGE,481584.415,134977.6053
KAYUNGA,NTENJERU,NAZIGO,BUKAMBA,501602.7506,78226.99979
KAYUNGA,BBAALE,BBAALE,BBAALE,488633.466,120199.9414
KAYUNGA,BBAALE,KITIMBWA,NKOKONJERU,494062.9422,93751.41425
KAYUNGA,BBAALE,KAYONZA,KAMUSABI,480640.3782,96538.94371
